Type,Age,BreedPurity,Gender,ColorPurity,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed
Cat,2,Pure,Mixed,Mixed,Small,Long,No,No,No,Healthy,5,0,Selangor,0,8,Fast
Dog,4,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,150,Kuala Lumpur,0,8,Not Adopted
Cat,2,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,2,0,Selangor,0,7,Fast
Dog,1,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Johor,0,5,Average
Cat,0,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,2,0,Selangor,0,5,Instant
Cat,2,Pure,Male,Mixed,Small,Short,No,Yes,No,Minor Injury,1,9,Selangor,1,10,Fast
Dog,12,Pure,Male,Pure,Medium,Short,Not Sure,Yes,Not Sure,Minor Injury,1,0,Selangor,0,2,Not Adopted
Cat,92,Pure,Female,Mixed,Medium,Long,Yes,No,Yes,Healthy,1,50,Kuala Lumpur,0,3,Average
Cat,8,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,30,Pure,Female,Mixed,Small,Short,Yes,Not Sure,No,Healthy,1,50,Selangor,0,3,Slow
Dog,2,Mixed,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,4,Not Adopted
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Not Adopted
Cat,14,Pure,Male,Mixed,Large,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,2,Not Adopted
Dog,2,Mixed,Mixed,Mixed,Large,Short,No,No,No,Healthy,6,0,Selangor,1,5,Fast
Cat,14,Pure,Female,Mixed,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Average
Dog,3,Pure,Male,Mixed,Large,Medium,Yes,Yes,No,Healthy,1,150,Selangor,0,3,Fast
Cat,2,Mixed,Female,Pure,Small,Long,No,No,No,Healthy,1,0,Kuala Lumpur,0,0,Instant
Cat,2,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,1,Fast
Dog,19,Pure,Female,Mixed,Large,Short,Yes,Yes,Yes,Healthy,1,500,Kuala Lumpur,0,2,Average
Cat,3,Pure,Mixed,Pure,Medium,Short,No,No,No,Healthy,2,0,Kuala Lumpur,0,3,Average
Dog,1,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Cat,3,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,2,0,Kuala Lumpur,0,9,Average
Dog,4,Pure,Female,Pure,Large,Short,Yes,Yes,No,Healthy,1,0,Pulau Pinang,0,1,Average
Cat,5,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Minor Injury,1,100,Kuala Lumpur,0,1,Not Adopted
Cat,5,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Kuala Lumpur,0,2,Slow
Dog,7,Mixed,Male,Mixed,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Johor,0,2,Not Adopted
Dog,3,Pure,Male,Pure,Large,Short,No,No,No,Healthy,1,0,Pulau Pinang,0,4,Average
Dog,2,Mixed,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Slow
Dog,2,Pure,Female,Mixed,Medium,Short,Not Sure,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Fast
Dog,6,Mixed,Male,Mixed,Large,Short,Yes,Yes,No,Healthy,1,100,Negeri Sembilan,0,4,Not Adopted
Cat,2,Pure,Mixed,Mixed,Medium,Short,Yes,Yes,No,Healthy,2,0,Kuala Lumpur,0,20,Slow
Dog,3,Pure,Female,Pure,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,5,Slow
Cat,4,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,2,0,Kuala Lumpur,1,8,Slow
Cat,4,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,3,0,Selangor,0,7,Average
Dog,2,Pure,Mixed,Mixed,Medium,Short,No,Not Sure,No,Healthy,8,0,Kuala Lumpur,0,1,Average
Dog,3,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,2,Fast
Cat,3,Mixed,Mixed,Mixed,Medium,Short,No,No,No,Healthy,5,0,Selangor,0,5,Average
Cat,2,Pure,Mixed,Mixed,Small,Short,Yes,Yes,No,Healthy,6,100,Kuala Lumpur,1,5,Not Adopted
Cat,1,Pure,Mixed,Mixed,Small,Short,No,No,No,Healthy,2,0,Negeri Sembilan,2,12,Slow
Dog,24,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,300,Selangor,0,1,Slow
Dog,2,Pure,Male,Mixed,Small,Short,Not Sure,Not Sure,Not Sure,Minor Injury,1,0,Kuala Lumpur,0,4,Average
Cat,4,Pure,Male,Mixed,Small,Short,No,Yes,No,Healthy,1,0,Selangor,2,4,Slow
Cat,3,Pure,Male,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,5,14,Not Adopted
Dog,3,Pure,Female,Pure,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Cat,3,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,50,Pahang,0,3,Not Adopted
Dog,3,Pure,Female,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,200,Selangor,1,3,Average
Dog,29,Mixed,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,11,Slow
Dog,32,Pure,Male,Mixed,Small,Short,Yes,Yes,No,Healthy,2,0,Selangor,0,2,Fast
Dog,2,Pure,Female,Mixed,Large,Short,No,Yes,No,Healthy,1,0,Selangor,0,4,Not Adopted
Cat,7,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,1,Selangor,0,1,Average
Dog,5,Mixed,Male,Pure,Large,Short,Yes,Yes,Yes,Healthy,1,50,Negeri Sembilan,0,2,Not Adopted
Cat,1,Mixed,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,6,Fast
Cat,12,Pure,Male,Mixed,Large,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,2,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,6,Not Adopted
Cat,5,Pure,Mixed,Pure,Medium,Short,Yes,Yes,No,Healthy,2,0,Johor,0,4,Average
Dog,12,Pure,Male,Mixed,Medium,Medium,No,No,Yes,Healthy,1,0,Selangor,0,11,Slow
Cat,2,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,3,0,Selangor,0,16,Average
Dog,12,Mixed,Female,Pure,Large,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Average
Dog,24,Pure,Male,Mixed,Small,Long,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,2,Fast
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Slow
Dog,12,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,11,Not Adopted
Cat,6,Pure,Female,Mixed,Medium,Long,Not Sure,Not Sure,No,Healthy,1,0,Johor,0,3,Average
Cat,4,Pure,Female,Mixed,Small,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,5,Average
Dog,48,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,500,Kuala Lumpur,0,0,Not Adopted
Cat,5,Pure,Female,Mixed,Small,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,0,5,Not Adopted
Cat,10,Pure,Female,Mixed,Large,Long,Yes,Yes,No,Healthy,1,550,Selangor,0,9,Fast
Cat,2,Pure,Mixed,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,5,0,Pulau Pinang,1,18,Not Adopted
Cat,5,Mixed,Female,Mixed,Medium,Short,No,No,No,Healthy,2,0,Selangor,0,3,Slow
Cat,24,Mixed,Female,Mixed,Medium,Long,Not Sure,Not Sure,Not Sure,Healthy,6,0,Selangor,0,4,Not Adopted
Cat,3,Mixed,Mixed,Mixed,Medium,Medium,No,Yes,No,Healthy,3,0,Kedah,0,11,Average
Cat,1,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,50,Selangor,0,3,Fast
Dog,1,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,6,0,Perak,0,2,Slow
Cat,24,Mixed,Male,Pure,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,4,Mixed,Mixed,Mixed,Medium,Short,No,No,No,Healthy,5,0,Selangor,0,6,Slow
Cat,1,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,4,0,Selangor,0,8,Fast
Cat,48,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Medium,No,No,No,Healthy,1,20,Pulau Pinang,0,1,Average
Dog,18,Pure,Male,Mixed,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Average
Cat,2,Pure,Mixed,Mixed,Small,Short,No,No,No,Healthy,3,0,Selangor,0,9,Average
Dog,12,Mixed,Male,Pure,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,3,Average
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,2,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,2,0,Perak,0,2,Average
Dog,12,Pure,Male,Mixed,Medium,Medium,Not Sure,No,No,Healthy,1,0,Perak,0,2,Average
Cat,6,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Kuala Lumpur,1,10,Slow
Dog,1,Mixed,Female,Pure,Medium,Short,No,No,No,Healthy,1,20,Selangor,0,4,Average
Dog,7,Mixed,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Slow
Dog,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,4,Slow
Dog,2,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,8,0,Selangor,0,7,Average
Cat,5,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,2,Slow
Dog,84,Pure,Male,Pure,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,2,Fast
Cat,2,Pure,Male,Mixed,Small,Medium,No,Yes,No,Healthy,1,0,Selangor,0,3,Average
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,1,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Perak,0,3,Average
Dog,1,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,9,0,Selangor,0,8,Average
Cat,2,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,4,Average
Cat,11,Pure,Female,Pure,Medium,Long,No,No,No,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,2,Pure,Female,Pure,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,100,Pulau Pinang,0,1,Not Adopted
Dog,4,Pure,Male,Pure,Medium,Short,Not Sure,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,0,1,Slow
Cat,7,Mixed,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Selangor,0,1,Fast
Dog,2,Pure,Male,Mixed,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,6,Slow
Dog,36,Pure,Female,Mixed,Large,Medium,Not Sure,Not Sure,Yes,Healthy,1,0,Selangor,0,3,Slow
Cat,2,Pure,Male,Mixed,Small,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,3,Average
Cat,6,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,3,Average
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,5,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,3,0,Selangor,0,3,Not Adopted
Cat,3,Pure,Female,Pure,Small,Short,No,No,No,Healthy,4,0,Selangor,0,4,Not Adopted
Cat,1,Pure,Male,Mixed,Large,Medium,No,Yes,Not Sure,Healthy,1,0,Selangor,0,2,Average
Dog,12,Mixed,Female,Mixed,Medium,Medium,No,No,Yes,Healthy,1,0,Selangor,0,7,Average
Cat,1,Pure,Mixed,Pure,Medium,Short,No,No,No,Healthy,4,0,Kuala Lumpur,0,3,Not Adopted
Cat,1,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,2,5,Average
Dog,12,Mixed,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,10,Slow
Dog,3,Mixed,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,1,Not Adopted
Cat,1,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Fast
Dog,5,Pure,Female,Mixed,Large,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Average
Dog,9,Pure,Male,Pure,Medium,Short,Not Sure,Yes,No,Healthy,1,0,Selangor,0,4,Average
Cat,16,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,0,3,Not Adopted
Dog,5,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Fast
Cat,2,Mixed,Female,Mixed,Medium,Long,No,Yes,No,Healthy,1,550,Selangor,0,5,Average
Dog,2,Pure,Female,Pure,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Dog,12,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,3,Not Adopted
Cat,36,Pure,Male,Mixed,Large,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Dog,1,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,2,Average
Cat,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Cat,8,Mixed,Male,Pure,Medium,Medium,No,No,No,Healthy,1,100,Selangor,0,2,Slow
Dog,48,Pure,Male,Mixed,Small,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Dog,2,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,4,Average
Cat,2,Pure,Female,Mixed,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Slow
Dog,3,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,6,Not Adopted
Dog,12,Mixed,Mixed,Mixed,Medium,Medium,Not Sure,Not Sure,No,Healthy,3,0,Selangor,0,9,Slow
Dog,5,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,1,4,Slow
Dog,4,Pure,Female,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Average
Dog,3,Pure,Female,Mixed,Large,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Pulau Pinang,0,1,Not Adopted
Dog,12,Pure,Male,Pure,Large,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,2,Slow
Cat,2,Mixed,Male,Mixed,Small,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Average
Cat,1,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,5,0,Selangor,0,26,Average
Cat,12,Pure,Female,Pure,Medium,Short,No,Yes,No,Healthy,1,80,Selangor,0,1,Slow
Dog,30,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Average
Dog,2,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,90,Selangor,0,1,Not Adopted
Cat,6,Pure,Female,Pure,Small,Short,Yes,Yes,Yes,Healthy,1,200,Selangor,0,4,Not Adopted
Cat,60,Pure,Male,Pure,Large,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Dog,60,Mixed,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,8,Not Adopted
Cat,4,Pure,Female,Mixed,Medium,Long,Yes,Yes,No,Healthy,1,0,Johor,0,3,Instant
Cat,2,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,4,0,Selangor,0,5,Fast
Dog,1,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Slow
Cat,24,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,150,Johor,0,1,Not Adopted
Cat,1,Pure,Female,Mixed,Medium,Short,Not Sure,Yes,No,Healthy,1,0,Selangor,0,2,Fast
Cat,2,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,27,Fast
Cat,1,Pure,Male,Mixed,Small,Short,No,Not Sure,Not Sure,Healthy,5,5,Kuala Lumpur,0,4,Not Adopted
Dog,1,Mixed,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,200,Kuala Lumpur,0,7,Not Adopted
Dog,1,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Fast
Cat,24,Pure,Female,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Johor,0,5,Not Adopted
Dog,9,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,0,1,Not Adopted
Dog,1,Mixed,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Average
Dog,1,Pure,Mixed,Mixed,Small,Short,No,Yes,No,Healthy,9,30,Selangor,0,0,Average
Cat,10,Mixed,Male,Mixed,Large,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,1,Fast
Dog,2,Pure,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,10,Pure,Male,Pure,Large,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Fast
Cat,3,Pure,Mixed,Mixed,Medium,Medium,No,No,Not Sure,Healthy,6,0,Melaka,0,5,Average
Cat,4,Mixed,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,5,26,Slow
Cat,3,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,27,Average
Cat,8,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,3,50,Selangor,0,14,Not Adopted
Cat,2,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,2,0,Selangor,1,2,Average
Dog,2,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Perak,0,1,Average
Dog,4,Pure,Male,Pure,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Negeri Sembilan,0,4,Not Adopted
Dog,1,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,1,6,Average
Dog,8,Pure,Male,Mixed,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Not Adopted
Cat,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,10,Johor,0,2,Average
Dog,24,Pure,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,Yes,Healthy,3,0,Selangor,0,11,Average
Cat,1,Mixed,Mixed,Mixed,Medium,Medium,Yes,Yes,Not Sure,Healthy,4,0,Kuala Lumpur,0,4,Slow
Dog,2,Pure,Female,Pure,Small,Short,Yes,Not Sure,No,Healthy,1,0,Pulau Pinang,0,3,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Cat,2,Pure,Male,Mixed,Small,Short,No,No,No,Minor Injury,1,0,Selangor,0,15,Average
Dog,20,Mixed,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Average
Dog,3,Mixed,Male,Mixed,Medium,Short,No,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,8,Fast
Dog,2,Pure,Female,Pure,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,0,Not Adopted
Cat,6,Pure,Female,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,0,Instant
Dog,15,Pure,Female,Mixed,Large,Short,Yes,Yes,Yes,Healthy,1,300,Kuala Lumpur,0,5,Not Adopted
Dog,8,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,9,Slow
Dog,9,Pure,Male,Mixed,Small,Medium,Not Sure,Not Sure,Yes,Healthy,1,0,Selangor,0,4,Average
Cat,12,Mixed,Female,Mixed,Large,Long,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Instant
Cat,18,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,4,Average
Cat,3,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Average
Cat,24,Mixed,Male,Mixed,Medium,Short,Not Sure,Not Sure,Yes,Minor Injury,1,0,Kuala Lumpur,0,2,Not Adopted
Cat,12,Pure,Female,Mixed,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,12,Pure,Female,Pure,Medium,Medium,Yes,Yes,No,Minor Injury,1,0,Selangor,0,4,Slow
Dog,12,Pure,Mixed,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,4,0,Selangor,0,4,Not Adopted
Cat,1,Pure,Female,Mixed,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Cat,1,Pure,Mixed,Mixed,Medium,Short,No,Yes,No,Healthy,4,0,Selangor,0,11,Average
Dog,4,Pure,Mixed,Pure,Medium,Short,No,No,No,Healthy,5,0,Selangor,0,5,Slow
Dog,2,Pure,Male,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Average
Dog,4,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Perak,0,5,Average
Cat,1,Pure,Female,Mixed,Small,Short,Yes,Yes,Not Sure,Healthy,1,0,Selangor,0,2,Fast
Cat,2,Mixed,Female,Mixed,Small,Medium,No,No,No,Healthy,1,100,Pulau Pinang,0,3,Fast
Cat,2,Pure,Female,Mixed,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Slow
Dog,2,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,2,Fast
Dog,4,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Kuala Lumpur,0,12,Average
Cat,18,Pure,Female,Pure,Medium,Short,Yes,Not Sure,Yes,Healthy,2,0,Selangor,0,3,Average
Dog,2,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,2,Pure,Female,Mixed,Medium,Short,No,No,Not Sure,Healthy,3,0,Negeri Sembilan,0,5,Not Adopted
Cat,1,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Selangor,0,4,Average
Cat,4,Pure,Male,Mixed,Small,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,4,Slow
Dog,84,Pure,Male,Mixed,Small,Long,Yes,Yes,Yes,Minor Injury,1,0,Selangor,0,1,Slow
Cat,24,Pure,Male,Pure,Medium,Short,No,No,Yes,Healthy,1,0,Kuala Lumpur,0,4,Not Adopted
Dog,1,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,5,0,Perak,0,5,Slow
Cat,3,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,2,0,Selangor,0,4,Not Adopted
Dog,9,Pure,Female,Pure,Medium,Short,No,No,Not Sure,Healthy,2,0,Kuala Lumpur,0,1,Not Adopted
Dog,48,Pure,Female,Mixed,Large,Medium,Yes,Yes,No,Healthy,1,0,Perak,0,1,Fast
Dog,7,Pure,Male,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Johor,0,0,Not Adopted
Dog,24,Pure,Female,Pure,Small,Long,Yes,Yes,Not Sure,Healthy,1,0,Selangor,0,2,Fast
Dog,4,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,100,Selangor,0,5,Not Adopted
Cat,2,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,2,Fast
Dog,6,Pure,Female,Pure,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Cat,4,Mixed,Female,Pure,Medium,Medium,No,No,No,Healthy,1,150,Kuala Lumpur,0,4,Fast
Cat,6,Pure,Female,Mixed,Medium,Short,No,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,7,Average
Dog,60,Pure,Female,Mixed,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Instant
Cat,2,Pure,Female,Mixed,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,3,Fast
Dog,4,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Perak,0,3,Average
Cat,2,Pure,Male,Pure,Medium,Medium,No,No,Not Sure,Healthy,1,0,Selangor,0,1,Instant
Dog,60,Mixed,Female,Pure,Medium,Medium,Yes,Yes,Not Sure,Healthy,1,0,Selangor,3,4,Not Adopted
Dog,1,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,4,Fast
Dog,2,Pure,Female,Pure,Medium,Medium,Not Sure,No,Not Sure,Healthy,1,0,Selangor,0,5,Not Adopted
Dog,120,Pure,Female,Mixed,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Instant
Cat,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,8,Average
Dog,12,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Slow
Cat,3,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,1,7,Fast
Dog,6,Mixed,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,0,6,Not Adopted
Cat,72,Pure,Female,Pure,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,0,4,Fast
Cat,1,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,3,0,Selangor,0,5,Average
Dog,1,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,5,Fast
Cat,2,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,3,Average
Cat,5,Mixed,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Kuala Lumpur,0,1,Average
Cat,3,Pure,Male,Pure,Medium,Short,No,No,No,Healthy,1,0,Selangor,2,3,Slow
Cat,1,Mixed,Mixed,Mixed,Small,Medium,No,No,No,Healthy,5,0,Selangor,0,7,Average
Cat,3,Pure,Mixed,Pure,Medium,Medium,No,No,No,Healthy,3,0,Kuala Lumpur,0,1,Not Adopted
Cat,2,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,50,Selangor,0,4,Average
